Hour,Month,Weekend,Holiday,Promotion,Reservations,Year,Day,DayOfYear,WeekOfYear,Lag_1_Day,Lag_7_Days,Rolling_7,DayOfWeek_Monday,DayOfWeek_Saturday,DayOfWeek_Sunday,DayOfWeek_Thursday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,Weather_Rainy,Weather_Sunny
21,5,0,1,0,39,2024,23,144,21,6.0,9.0,10.0,False,False,False,True,False,False,False,True
22,5,0,1,0,39,2024,23,144,21,2.0,0.0,2.0,False,False,False,True,False,False,False,True
11,5,1,0,0,33,2024,24,145,21,8.0,8.0,5.571428571428571,False,False,False,False,False,False,False,False
12,5,1,0,0,33,2024,24,145,21,15.0,8.0,10.428571428571429,False,False,False,False,False,False,False,False
13,5,1,0,0,33,2024,24,145,21,11.0,17.0,14.142857142857142,False,False,False,False,False,False,False,False
14,5,1,0,0,33,2024,24,145,21,12.0,3.0,8.857142857142858,False,False,False,False,False,False,False,False
15,5,1,0,0,33,2024,24,145,21,10.0,6.0,6.428571428571429,False,False,False,False,False,False,False,False
16,5,1,0,0,33,2024,24,145,21,12.0,0.0,5.285714285714286,False,False,False,False,False,False,False,False
17,5,1,0,0,33,2024,24,145,21,7.0,7.0,5.714285714285714,False,False,False,False,False,False,False,False
18,5,1,0,0,33,2024,24,145,21,2.0,14.0,7.285714285714286,False,False,False,False,False,False,False,False
19,5,1,0,0,33,2024,24,145,21,13.0,17.0,15.285714285714286,False,False,False,False,False,False,False,False
20,5,1,0,0,33,2024,24,145,21,13.0,14.0,14.428571428571429,False,False,False,False,False,False,False,False
21,5,1,0,0,33,2024,24,145,21,8.0,3.0,11.571428571428571,False,False,False,False,False,False,False,False
22,5,1,0,0,33,2024,24,145,21,3.0,5.0,1.7142857142857142,False,False,False,False,False,False,False,False
11,5,1,0,0,76,2024,25,146,21,12.0,8.0,5.0,False,True,False,False,False,False,False,True
12,5,1,0,0,76,2024,25,146,21,3.0,11.0,9.857142857142858,False,True,False,False,False,False,False,True
13,5,1,0,0,76,2024,25,146,21,21.0,14.0,15.142857142857142,False,True,False,False,False,False,False,True
14,5,1,0,0,76,2024,25,146,21,10.0,13.0,8.714285714285714,False,True,False,False,False,False,False,True
15,5,1,0,0,76,2024,25,146,21,4.0,7.0,5.428571428571429,False,True,False,False,False,False,False,True
16,5,1,0,0,76,2024,25,146,21,2.0,9.0,4.857142857142857,False,True,False,False,False,False,False,True
17,5,1,0,0,76,2024,25,146,21,4.0,15.0,5.857142857142857,False,True,False,False,False,False,False,True
18,5,1,0,0,76,2024,25,146,21,12.0,12.0,7.571428571428571,False,True,False,False,False,False,False,True
19,5,1,0,0,76,2024,25,146,21,16.0,24.0,14.571428571428571,False,True,False,False,False,False,False,True
20,5,1,0,0,76,2024,25,146,21,19.0,14.0,15.857142857142858,False,True,False,False,False,False,False,True
21,5,1,0,0,76,2024,25,146,21,14.0,20.0,9.714285714285714,False,True,False,False,False,False,False,True
22,5,1,0,0,76,2024,25,146,21,3.0,1.0,3.142857142857143,False,True,False,False,False,False,False,True
11,5,0,0,0,36,2024,26,147,21,4.0,0.0,5.0,False,False,True,False,False,False,False,True
12,5,0,0,0,36,2024,26,147,21,7.0,13.0,9.857142857142858,False,False,True,False,False,False,False,True
13,5,0,0,0,36,2024,26,147,21,21.0,17.0,14.571428571428571,False,False,True,False,False,False,False,True
14,5,0,0,0,36,2024,26,147,21,12.0,7.0,9.428571428571429,False,False,True,False,False,False,False,True
15,5,0,0,0,36,2024,26,147,21,0.0,8.0,4.714285714285714,False,False,True,False,False,False,False,True
16,5,0,0,0,36,2024,26,147,21,6.0,1.0,5.142857142857143,False,False,True,False,False,False,False,True
17,5,0,0,0,36,2024,26,147,21,16.0,5.0,5.857142857142857,False,False,True,False,False,False,False,True
18,5,0,0,0,36,2024,26,147,21,14.0,9.0,7.428571428571429,False,False,True,False,False,False,False,True
19,5,0,0,0,36,2024,26,147,21,19.0,20.0,15.142857142857142,False,False,True,False,False,False,False,True
20,5,0,0,0,36,2024,26,147,21,24.0,9.0,16.857142857142858,False,False,True,False,False,False,False,True
21,5,0,0,0,36,2024,26,147,21,7.0,16.0,7.857142857142857,False,False,True,False,False,False,False,True
22,5,0,0,0,36,2024,26,147,21,11.0,2.0,4.714285714285714,False,False,True,False,False,False,False,True
11,5,0,0,0,85,2024,27,148,22,0.0,1.0,5.142857142857143,True,False,False,False,False,False,False,True
12,5,0,0,0,85,2024,27,148,22,13.0,10.0,9.714285714285714,True,False,False,False,False,False,False,True
13,5,0,0,0,85,2024,27,148,22,13.0,15.0,14.285714285714286,True,False,False,False,False,False,False,True
14,5,0,0,0,85,2024,27,148,22,12.0,7.0,9.428571428571429,True,False,False,False,False,False,False,True
15,5,0,0,0,85,2024,27,148,22,3.0,9.0,3.4285714285714284,True,False,False,False,False,False,False,True
16,5,0,0,0,85,2024,27,148,22,3.0,0.0,5.857142857142857,True,False,False,False,False,False,False,True
17,5,0,0,0,85,2024,27,148,22,5.0,4.0,6.428571428571429,True,False,False,False,False,False,False,True
18,5,0,0,0,85,2024,27,148,22,8.0,7.0,7.571428571428571,True,False,False,False,False,False,False,True
19,5,0,0,0,85,2024,27,148,22,24.0,11.0,14.714285714285714,True,False,False,False,False,False,False,True
20,5,0,0,0,85,2024,27,148,22,16.0,11.0,17.857142857142858,True,False,False,False,False,False,False,True
21,5,0,0,0,85,2024,27,148,22,3.0,9.0,7.857142857142857,True,False,False,False,False,False,False,True
22,5,0,0,0,85,2024,27,148,22,13.0,1.0,4.857142857142857,True,False,False,False,False,False,False,True
11,5,0,0,1,65,2024,28,149,22,2.0,1.0,5.714285714285714,False,False,False,False,True,False,False,True
12,5,0,0,1,65,2024,28,149,22,9.0,8.0,9.142857142857142,False,False,False,False,True,False,False,True
13,5,0,0,1,65,2024,28,149,22,13.0,13.0,14.714285714285714,False,False,False,False,True,False,False,True
14,5,0,0,1,65,2024,28,149,22,7.0,6.0,9.285714285714286,False,False,False,False,True,False,False,True
15,5,0,0,1,65,2024,28,149,22,0.0,7.0,2.4285714285714284,False,False,False,False,True,False,False,True
16,5,0,0,1,65,2024,28,149,22,5.0,5.0,5.142857142857143,False,False,False,False,True,False,False,True
17,5,0,0,1,65,2024,28,149,22,8.0,5.0,6.714285714285714,False,False,False,False,True,False,False,True
18,5,0,0,1,65,2024,28,149,22,8.0,3.0,8.142857142857142,False,False,False,False,True,False,False,True
19,5,0,0,1,65,2024,28,149,22,8.0,10.0,14.285714285714286,False,False,False,False,True,False,False,True
20,5,0,0,1,65,2024,28,149,22,18.0,18.0,17.142857142857142,False,False,False,False,True,False,False,True
21,5,0,0,1,65,2024,28,149,22,9.0,8.0,7.714285714285714,False,False,False,False,True,False,False,True
22,5,0,0,1,65,2024,28,149,22,2.0,0.0,5.285714285714286,False,False,False,False,True,False,False,True
11,5,0,0,0,61,2024,29,150,22,5.0,9.0,5.857142857142857,False,False,False,False,False,True,False,False
12,5,0,0,0,61,2024,29,150,22,4.0,13.0,9.142857142857142,False,False,False,False,False,True,False,False
13,5,0,0,0,61,2024,29,150,22,16.0,8.0,14.857142857142858,False,False,False,False,False,True,False,False
14,5,0,0,0,61,2024,29,150,22,5.0,7.0,9.0,False,False,False,False,False,True,False,False
15,5,0,0,0,61,2024,29,150,22,0.0,0.0,3.2857142857142856,False,False,False,False,False,True,False,False
16,5,0,0,0,61,2024,29,150,22,0.0,8.0,4.714285714285714,False,False,False,False,False,True,False,False
17,5,0,0,0,61,2024,29,150,22,7.0,0.0,7.428571428571429,False,False,False,False,False,True,False,False
18,5,0,0,0,61,2024,29,150,22,7.0,6.0,9.142857142857142,False,False,False,False,False,True,False,False
19,5,0,0,0,61,2024,29,150,22,7.0,13.0,13.571428571428571,False,False,False,False,False,True,False,False
20,5,0,0,0,61,2024,29,150,22,13.0,17.0,16.571428571428573,False,False,False,False,False,True,False,False
21,5,0,0,0,61,2024,29,150,22,7.0,6.0,7.285714285714286,False,False,False,False,False,True,False,False
22,5,0,0,0,61,2024,29,150,22,3.0,2.0,5.0,False,False,False,False,False,True,False,False
11,5,0,0,1,72,2024,30,151,22,10.0,8.0,4.714285714285714,False,False,False,True,False,False,True,False
12,5,0,0,1,72,2024,30,151,22,13.0,15.0,7.285714285714286,False,False,False,True,False,False,True,False
13,5,0,0,1,72,2024,30,151,22,9.0,11.0,14.142857142857142,False,False,False,True,False,False,True,False
14,5,0,0,1,72,2024,30,151,22,5.0,12.0,7.428571428571429,False,False,False,True,False,False,True,False
15,5,0,0,1,72,2024,30,151,22,6.0,10.0,2.857142857142857,False,False,False,True,False,False,True,False
16,5,0,0,1,72,2024,30,151,22,5.0,12.0,3.0,False,False,False,True,False,False,True,False
17,5,0,0,1,72,2024,30,151,22,5.0,7.0,7.428571428571429,False,False,False,True,False,False,True,False
18,5,0,0,1,72,2024,30,151,22,13.0,2.0,9.0,False,False,False,True,False,False,True,False
19,5,0,0,1,72,2024,30,151,22,8.0,13.0,13.571428571428571,False,False,False,True,False,False,True,False
20,5,0,0,1,72,2024,30,151,22,13.0,13.0,16.0,False,False,False,True,False,False,True,False
21,5,0,0,1,72,2024,30,151,22,3.0,8.0,7.857142857142857,False,False,False,True,False,False,True,False
22,5,0,0,1,72,2024,30,151,22,0.0,3.0,4.571428571428571,False,False,False,True,False,False,True,False
11,5,1,0,1,51,2024,31,152,22,0.0,12.0,4.285714285714286,False,False,False,False,False,False,False,True
12,5,1,0,1,51,2024,31,152,22,2.0,3.0,8.857142857142858,False,False,False,False,False,False,False,True
13,5,1,0,1,51,2024,31,152,22,6.0,21.0,14.428571428571429,False,False,False,False,False,False,False,True
14,5,1,0,1,51,2024,31,152,22,1.0,10.0,7.714285714285714,False,False,False,False,False,False,False,True
15,5,1,0,1,51,2024,31,152,22,7.0,4.0,2.7142857142857144,False,False,False,False,False,False,False,True
16,5,1,0,1,51,2024,31,152,22,0.0,2.0,4.285714285714286,False,False,False,False,False,False,False,True
17,5,1,0,1,51,2024,31,152,22,7.0,4.0,8.571428571428571,False,False,False,False,False,False,False,True
18,5,1,0,1,51,2024,31,152,22,1.0,12.0,9.285714285714286,False,False,False,False,False,False,False,True
19,5,1,0,1,51,2024,31,152,22,13.0,16.0,14.285714285714286,False,False,False,False,False,False,False,True
20,5,1,0,1,51,2024,31,152,22,9.0,19.0,15.857142857142858,False,False,False,False,False,False,False,True
21,5,1,0,1,51,2024,31,152,22,12.0,14.0,7.0,False,False,False,False,False,False,False,True
22,5,1,0,1,51,2024,31,152,22,0.0,3.0,4.571428571428571,False,False,False,False,False,False,False,True
11,6,1,0,0,68,2024,1,153,22,9.0,4.0,4.714285714285714,False,True,False,False,False,False,False,False
12,6,1,0,0,68,2024,1,153,22,14.0,7.0,8.571428571428571,False,True,False,False,False,False,False,False
13,6,1,0,0,68,2024,1,153,22,23.0,21.0,13.285714285714286,False,True,False,False,False,False,False,False
14,6,1,0,0,68,2024,1,153,22,12.0,12.0,7.285714285714286,False,True,False,False,False,False,False,False
15,6,1,0,0,68,2024,1,153,22,3.0,0.0,2.7142857142857144,False,True,False,False,False,False,False,False
16,6,1,0,0,68,2024,1,153,22,11.0,6.0,3.857142857142857,False,True,False,False,False,False,False,False
17,6,1,0,0,68,2024,1,153,22,12.0,16.0,8.285714285714286,False,True,False,False,False,False,False,False
18,6,1,0,0,68,2024,1,153,22,14.0,14.0,8.571428571428571,False,True,False,False,False,False,False,False
19,6,1,0,0,68,2024,1,153,22,21.0,19.0,14.142857142857142,False,True,False,False,False,False,False,False
20,6,1,0,0,68,2024,1,153,22,18.0,24.0,15.857142857142858,False,True,False,False,False,False,False,False
21,6,1,0,0,68,2024,1,153,22,8.0,7.0,6.857142857142857,False,True,False,False,False,False,False,False
22,6,1,0,0,68,2024,1,153,22,3.0,11.0,4.428571428571429,False,True,False,False,False,False,False,False
11,6,0,1,0,54,2024,2,154,22,7.0,0.0,5.857142857142857,False,False,True,False,False,False,False,True
12,6,0,1,0,54,2024,2,154,22,5.0,13.0,8.285714285714286,False,False,True,False,False,False,False,True
13,6,0,1,0,54,2024,2,154,22,13.0,13.0,12.571428571428571,False,False,True,False,False,False,False,True
14,6,0,1,0,54,2024,2,154,22,9.0,12.0,8.0,False,False,True,False,False,False,False,True
15,6,0,1,0,54,2024,2,154,22,0.0,3.0,2.7142857142857144,False,False,True,False,False,False,False,True
16,6,0,1,0,54,2024,2,154,22,3.0,3.0,4.428571428571429,False,False,True,False,False,False,False,True
17,6,0,1,0,54,2024,2,154,22,14.0,5.0,8.714285714285714,False,False,True,False,False,False,False,True
18,6,0,1,0,54,2024,2,154,22,9.0,8.0,9.285714285714286,False,False,True,False,False,False,False,True
19,6,0,1,0,54,2024,2,154,22,18.0,24.0,13.428571428571429,False,False,True,False,False,False,False,True
20,6,0,1,0,54,2024,2,154,22,24.0,16.0,15.428571428571429,False,False,True,False,False,False,False,True
21,6,0,1,0,54,2024,2,154,22,6.0,3.0,8.571428571428571,False,False,True,False,False,False,False,True
22,6,0,1,0,54,2024,2,154,22,10.0,13.0,2.5714285714285716,False,False,True,False,False,False,False,True
11,6,0,0,1,75,2024,3,155,23,8.0,2.0,5.571428571428571,True,False,False,False,False,False,False,True
12,6,0,0,1,75,2024,3,155,23,11.0,9.0,8.285714285714286,True,False,False,False,False,False,False,True
13,6,0,0,1,75,2024,3,155,23,8.0,13.0,12.714285714285714,True,False,False,False,False,False,False,True
14,6,0,0,1,75,2024,3,155,23,17.0,7.0,8.714285714285714,True,False,False,False,False,False,False,True
15,6,0,0,1,75,2024,3,155,23,3.0,0.0,3.5714285714285716,True,False,False,False,False,False,False,True
16,6,0,0,1,75,2024,3,155,23,7.0,5.0,3.7142857142857144,True,False,False,False,False,False,False,True
17,6,0,0,1,75,2024,3,155,23,8.0,8.0,8.142857142857142,True,False,False,False,False,False,False,True
18,6,0,0,1,75,2024,3,155,23,13.0,8.0,9.285714285714286,True,False,False,False,False,False,False,True
19,6,0,0,1,75,2024,3,155,23,19.0,8.0,14.714285714285714,True,False,False,False,False,False,False,True
20,6,0,0,1,75,2024,3,155,23,13.0,18.0,15.142857142857142,True,False,False,False,False,False,False,True
21,6,0,0,1,75,2024,3,155,23,15.0,9.0,8.857142857142858,True,False,False,False,False,False,False,True
22,6,0,0,1,75,2024,3,155,23,0.0,2.0,2.857142857142857,True,False,False,False,False,False,False,True
11,6,0,0,0,29,2024,4,156,23,0.0,5.0,5.857142857142857,False,False,False,False,True,False,False,True
12,6,0,0,0,29,2024,4,156,23,9.0,4.0,9.285714285714286,False,False,False,False,True,False,False,True
13,6,0,0,0,29,2024,4,156,23,14.0,16.0,13.0,False,False,False,False,True,False,False,True
14,6,0,0,0,29,2024,4,156,23,12.0,5.0,9.857142857142858,False,False,False,False,True,False,False,True
15,6,0,0,0,29,2024,4,156,23,6.0,0.0,3.857142857142857,False,False,False,False,True,False,False,True
16,6,0,0,0,29,2024,4,156,23,0.0,0.0,4.714285714285714,False,False,False,False,True,False,False,True
17,6,0,0,0,29,2024,4,156,23,4.0,7.0,7.571428571428571,False,False,False,False,True,False,False,True
18,6,0,0,0,29,2024,4,156,23,8.0,7.0,10.142857142857142,False,False,False,False,True,False,False,True
19,6,0,0,0,29,2024,4,156,23,17.0,7.0,15.428571428571429,False,False,False,False,True,False,False,True
20,6,0,0,0,29,2024,4,156,23,16.0,13.0,14.428571428571429,False,False,False,False,True,False,False,True
21,6,0,0,0,29,2024,4,156,23,11.0,7.0,9.142857142857142,False,False,False,False,True,False,False,True
22,6,0,0,0,29,2024,4,156,23,4.0,3.0,2.4285714285714284,False,False,False,False,True,False,False,True
11,6,0,0,0,83,2024,5,157,23,7.0,10.0,4.857142857142857,False,False,False,False,False,True,False,True
12,6,0,0,0,83,2024,5,157,23,11.0,13.0,8.857142857142858,False,False,False,False,False,True,False,True
13,6,0,0,0,83,2024,5,157,23,18.0,9.0,12.857142857142858,False,False,False,False,False,True,False,True
14,6,0,0,0,83,2024,5,157,23,13.0,5.0,9.428571428571429,False,False,False,False,False,True,False,True
15,6,0,0,0,83,2024,5,157,23,2.0,6.0,4.571428571428571,False,False,False,False,False,True,False,True
16,6,0,0,0,83,2024,5,157,23,7.0,5.0,4.571428571428571,False,False,False,False,False,True,False,True
17,6,0,0,0,83,2024,5,157,23,3.0,5.0,8.0,False,False,False,False,False,True,False,True
18,6,0,0,0,83,2024,5,157,23,13.0,13.0,9.0,False,False,False,False,False,True,False,True
19,6,0,0,0,83,2024,5,157,23,12.0,8.0,16.428571428571427,False,False,False,False,False,True,False,True
20,6,0,0,0,83,2024,5,157,23,8.0,13.0,15.285714285714286,False,False,False,False,False,True,False,True
21,6,0,0,0,83,2024,5,157,23,9.0,3.0,9.428571428571429,False,False,False,False,False,True,False,True
22,6,0,0,0,83,2024,5,157,23,0.0,0.0,2.4285714285714284,False,False,False,False,False,True,False,True
11,6,0,0,0,33,2024,6,158,23,3.0,0.0,6.285714285714286,False,False,False,True,False,False,False,False
12,6,0,0,0,33,2024,6,158,23,10.0,2.0,9.714285714285714,False,False,False,True,False,False,False,False
13,6,0,0,0,33,2024,6,158,23,8.0,6.0,14.0,False,False,False,True,False,False,False,False
14,6,0,0,0,33,2024,6,158,23,2.0,1.0,10.285714285714286,False,False,False,True,False,False,False,False
15,6,0,0,0,33,2024,6,158,23,11.0,7.0,3.5714285714285716,False,False,False,True,False,False,False,False
16,6,0,0,0,33,2024,6,158,23,4.0,0.0,4.571428571428571,False,False,False,True,False,False,False,False
17,6,0,0,0,33,2024,6,158,23,8.0,7.0,8.285714285714286,False,False,False,True,False,False,False,False
18,6,0,0,0,33,2024,6,158,23,5.0,1.0,10.714285714285714,False,False,False,True,False,False,False,False
19,6,0,0,0,33,2024,6,158,23,15.0,13.0,15.857142857142858,False,False,False,True,False,False,False,False
20,6,0,0,0,33,2024,6,158,23,19.0,9.0,15.857142857142858,False,False,False,True,False,False,False,False
21,6,0,0,0,33,2024,6,158,23,5.0,12.0,9.142857142857142,False,False,False,True,False,False,False,False
22,6,0,0,0,33,2024,6,158,23,0.0,0.0,2.7142857142857144,False,False,False,True,False,False,False,False
11,6,1,0,1,70,2024,7,159,23,10.0,9.0,7.285714285714286,False,False,False,False,False,False,False,True
12,6,1,0,1,70,2024,7,159,23,8.0,14.0,9.714285714285714,False,False,False,False,False,False,False,True
13,6,1,0,1,70,2024,7,159,23,14.0,23.0,13.571428571428571,False,False,False,False,False,False,False,True
14,6,1,0,1,70,2024,7,159,23,7.0,12.0,11.142857142857142,False,False,False,False,False,False,False,True
15,6,1,0,1,70,2024,7,159,23,0.0,3.0,3.857142857142857,False,False,False,False,False,False,False,True
16,6,1,0,1,70,2024,7,159,23,0.0,11.0,3.2857142857142856,False,False,False,False,False,False,False,True
17,6,1,0,1,70,2024,7,159,23,9.0,12.0,8.428571428571429,False,False,False,False,False,False,False,True
18,6,1,0,1,70,2024,7,159,23,13.0,14.0,10.142857142857142,False,False,False,False,False,False,False,True
19,6,1,0,1,70,2024,7,159,23,9.0,21.0,16.0,False,False,False,False,False,False,False,True
20,6,1,0,1,70,2024,7,159,23,13.0,18.0,16.428571428571427,False,False,False,False,False,False,False,True
21,6,1,0,1,70,2024,7,159,23,10.0,8.0,9.714285714285714,False,False,False,False,False,False,False,True
22,6,1,0,1,70,2024,7,159,23,2.0,3.0,2.2857142857142856,False,False,False,False,False,False,False,True
11,6,1,0,0,62,2024,8,160,23,16.0,7.0,7.714285714285714,False,True,False,False,False,False,False,True
12,6,1,0,0,62,2024,8,160,23,14.0,5.0,11.714285714285714,False,True,False,False,False,False,False,True
13,6,1,0,0,62,2024,8,160,23,20.0,13.0,13.857142857142858,False,True,False,False,False,False,False,True
14,6,1,0,0,62,2024,8,160,23,18.0,9.0,11.428571428571429,False,True,False,False,False,False,False,True
15,6,1,0,0,62,2024,8,160,23,5.0,0.0,5.857142857142857,False,True,False,False,False,False,False,True
16,6,1,0,0,62,2024,8,160,23,2.0,3.0,3.5714285714285716,False,True,False,False,False,False,False,True
17,6,1,0,0,62,2024,8,160,23,13.0,14.0,8.285714285714286,False,True,False,False,False,False,False,True
18,6,1,0,0,62,2024,8,160,23,10.0,9.0,12.428571428571429,False,True,False,False,False,False,False,True
19,6,1,0,0,62,2024,8,160,23,22.0,18.0,15.285714285714286,False,True,False,False,False,False,False,True
20,6,1,0,0,62,2024,8,160,23,22.0,24.0,15.428571428571429,False,True,False,False,False,False,False,True
21,6,1,0,0,62,2024,8,160,23,12.0,6.0,10.571428571428571,False,True,False,False,False,False,False,True
22,6,1,0,0,62,2024,8,160,23,0.0,10.0,0.8571428571428571,False,True,False,False,False,False,False,True
11,6,0,0,0,37,2024,9,161,23,10.0,8.0,7.428571428571429,False,False,True,False,False,False,False,True
12,6,0,0,0,37,2024,9,161,23,19.0,11.0,10.142857142857142,False,False,True,False,False,False,False,True
13,6,0,0,0,37,2024,9,161,23,15.0,8.0,14.285714285714286,False,False,True,False,False,False,False,True
14,6,0,0,0,37,2024,9,161,23,11.0,17.0,9.428571428571429,False,False,True,False,False,False,False,True
15,6,0,0,0,37,2024,9,161,23,14.0,3.0,5.714285714285714,False,False,True,False,False,False,False,True
16,6,0,0,0,37,2024,9,161,23,5.0,7.0,3.2857142857142856,False,False,True,False,False,False,False,True
17,6,0,0,0,37,2024,9,161,23,13.0,8.0,8.142857142857142,False,False,True,False,False,False,False,True
18,6,0,0,0,37,2024,9,161,23,25.0,13.0,11.714285714285714,False,False,True,False,False,False,False,True
19,6,0,0,0,37,2024,9,161,23,13.0,19.0,14.714285714285714,False,False,True,False,False,False,False,True
20,6,0,0,0,37,2024,9,161,23,17.0,13.0,14.142857142857142,False,False,True,False,False,False,False,True
21,6,0,0,0,37,2024,9,161,23,12.0,15.0,9.428571428571429,False,False,True,False,False,False,False,True
22,6,0,0,0,37,2024,9,161,23,0.0,0.0,0.8571428571428571,False,False,True,False,False,False,False,True
11,6,0,0,0,45,2024,10,162,24,6.0,0.0,7.428571428571429,True,False,False,False,False,False,False,True
12,6,0,0,0,45,2024,10,162,24,0.0,9.0,10.571428571428571,True,False,False,False,False,False,False,True
13,6,0,0,0,45,2024,10,162,24,11.0,14.0,14.142857142857142,True,False,False,False,False,False,False,True
14,6,0,0,0,45,2024,10,162,24,3.0,12.0,8.285714285714286,True,False,False,False,False,False,False,True
15,6,0,0,0,45,2024,10,162,24,2.0,6.0,4.857142857142857,True,False,False,False,False,False,False,True
16,6,0,0,0,45,2024,10,162,24,5.0,0.0,3.2857142857142856,True,False,False,False,False,False,False,True
17,6,0,0,0,45,2024,10,162,24,7.0,4.0,8.428571428571429,True,False,False,False,False,False,False,True
18,6,0,0,0,45,2024,10,162,24,8.0,8.0,11.857142857142858,True,False,False,False,False,False,False,True
19,6,0,0,0,45,2024,10,162,24,15.0,17.0,14.571428571428571,True,False,False,False,False,False,False,True
20,6,0,0,0,45,2024,10,162,24,4.0,16.0,13.142857142857142,True,False,False,False,False,False,False,True
21,6,0,0,0,45,2024,10,162,24,7.0,11.0,8.714285714285714,True,False,False,False,False,False,False,True
22,6,0,0,0,45,2024,10,162,24,0.0,4.0,1.2857142857142858,True,False,False,False,False,False,False,True
11,6,0,0,0,70,2024,11,163,24,0.0,7.0,6.428571428571429,False,False,False,False,True,False,False,True
12,6,0,0,0,70,2024,11,163,24,12.0,11.0,10.285714285714286,False,False,False,False,True,False,False,True
13,6,0,0,0,70,2024,11,163,24,13.0,18.0,13.428571428571429,False,False,False,False,True,False,False,True
14,6,0,0,0,70,2024,11,163,24,4.0,13.0,7.428571428571429,False,False,False,False,True,False,False,True
15,6,0,0,0,70,2024,11,163,24,0.0,2.0,4.714285714285714,False,False,False,False,True,False,False,True
16,6,0,0,0,70,2024,11,163,24,0.0,7.0,2.2857142857142856,False,False,False,False,True,False,False,True
17,6,0,0,0,70,2024,11,163,24,6.0,3.0,9.142857142857142,False,False,False,False,True,False,False,True
18,6,0,0,0,70,2024,11,163,24,9.0,13.0,12.142857142857142,False,False,False,False,True,False,False,True
19,6,0,0,0,70,2024,11,163,24,16.0,12.0,14.428571428571429,False,False,False,False,True,False,False,True
20,6,0,0,0,70,2024,11,163,24,9.0,8.0,14.0,False,False,False,False,True,False,False,True
21,6,0,0,0,70,2024,11,163,24,6.0,9.0,7.571428571428571,False,False,False,False,True,False,False,True
22,6,0,0,0,70,2024,11,163,24,7.0,0.0,1.8571428571428572,False,False,False,False,True,False,False,True
11,6,0,1,0,82,2024,12,164,24,0.0,3.0,7.285714285714286,False,False,False,False,False,True,True,False
12,6,0,1,0,82,2024,12,164,24,9.0,10.0,9.857142857142858,False,False,False,False,False,True,True,False
13,6,0,1,0,82,2024,12,164,24,13.0,8.0,14.428571428571429,False,False,False,False,False,True,True,False
14,6,0,1,0,82,2024,12,164,24,7.0,2.0,7.571428571428571,False,False,False,False,False,True,True,False
15,6,0,1,0,82,2024,12,164,24,1.0,11.0,3.142857142857143,False,False,False,False,False,True,True,False
16,6,0,1,0,82,2024,12,164,24,0.0,4.0,2.142857142857143,False,False,False,False,False,True,True,False
17,6,0,1,0,82,2024,12,164,24,8.0,8.0,8.571428571428571,False,False,False,False,False,True,True,False
18,6,0,1,0,82,2024,12,164,24,15.0,5.0,12.285714285714286,False,False,False,False,False,True,True,False
19,6,0,1,0,82,2024,12,164,24,11.0,15.0,14.714285714285714,False,False,False,False,False,True,True,False
20,6,0,1,0,82,2024,12,164,24,14.0,19.0,13.714285714285714,False,False,False,False,False,True,True,False
21,6,0,1,0,82,2024,12,164,24,1.0,5.0,8.0,False,False,False,False,False,True,True,False
22,6,0,1,0,82,2024,12,164,24,4.0,0.0,2.142857142857143,False,False,False,False,False,True,True,False
11,6,0,0,0,61,2024,13,165,24,9.0,10.0,5.857142857142857,False,False,False,True,False,False,True,False
12,6,0,0,0,61,2024,13,165,24,7.0,8.0,10.571428571428571,False,False,False,True,False,False,True,False
13,6,0,0,0,61,2024,13,165,24,15.0,14.0,13.714285714285714,False,False,False,True,False,False,True,False
14,6,0,0,0,61,2024,13,165,24,3.0,7.0,6.714285714285714,False,False,False,True,False,False,True,False
15,6,0,0,0,61,2024,13,165,24,0.0,0.0,4.142857142857143,False,False,False,True,False,False,True,False
16,6,0,0,0,61,2024,13,165,24,3.0,0.0,2.4285714285714284,False,False,False,True,False,False,True,False
17,6,0,0,0,61,2024,13,165,24,4.0,9.0,8.0,False,False,False,True,False,False,True,False
18,6,0,0,0,61,2024,13,165,24,6.0,13.0,11.0,False,False,False,True,False,False,True,False
19,6,0,0,0,61,2024,13,165,24,17.0,9.0,14.285714285714286,False,False,False,True,False,False,True,False
20,6,0,0,0,61,2024,13,165,24,17.0,13.0,13.142857142857142,False,False,False,True,False,False,True,False
21,6,0,0,0,61,2024,13,165,24,8.0,10.0,6.857142857142857,False,False,False,True,False,False,True,False
22,6,0,0,0,61,2024,13,165,24,2.0,2.0,3.142857142857143,False,False,False,True,False,False,True,False
11,6,1,0,0,70,2024,14,166,24,0.0,16.0,4.428571428571429,False,False,False,False,False,False,False,True
12,6,1,0,0,70,2024,14,166,24,13.0,14.0,10.571428571428571,False,False,False,False,False,False,False,True
13,6,1,0,0,70,2024,14,166,24,9.0,20.0,13.285714285714286,False,False,False,False,False,False,False,True
14,6,1,0,0,70,2024,14,166,24,1.0,18.0,5.428571428571429,False,False,False,False,False,False,False,True
15,6,1,0,0,70,2024,14,166,24,7.0,5.0,4.571428571428571,False,False,False,False,False,False,False,True
16,6,1,0,0,70,2024,14,166,24,2.0,2.0,2.2857142857142856,False,False,False,False,False,False,False,True
17,6,1,0,0,70,2024,14,166,24,5.0,13.0,8.0,False,False,False,False,False,False,False,True
18,6,1,0,0,70,2024,14,166,24,4.0,10.0,12.0,False,False,False,False,False,False,False,True
